text,label,stop_words
im feeling particularly brave armpit common sense damned,joy,3
feel least bit regretful,sadness,6
know ill feel shitty whole time,sadness,2
still feel uncertain many new path must travel lost feel sometimes sure heavenly father lifting helping feel joy thing matter,fear,19
wrote last post feeling extremely regretful end relationship,sadness,8
curious paying two large sandwich would make feel respected,joy,5
im really happy pregnancy support would recommend anyone who really feeling like suffering back abdomen ache pain pregnancy,sadness,10
really need something make feel cute ready blog look really make fashion juice work vintage necklace new bracelet like bracelet fleet got week ago wearing ever since,joy,20
feeling post sort content blog hopper possibly comment,joy,14
hate feeling indecisive thing keep emotion lock key,fear,8
carry feeling around thing really rich,joy,5
feel look product popular widely talked everyday life,joy,15
counsel people abusive relationship prided understanding feel supportive resource get,love,15
ive lost pound week lot energy feel terrific exercise treadmill minute day week,joy,10
feel person truthful,joy,9
really didnt feel like going yet another womens conference wonderful event glad went,joy,10
feel selfish would insist,anger,3
feeling long couldnt decide whether liked,love,14
feel adventurous even pop href http dianam,joy,4
feel glad facebook many cricket related page providing news view score update cricket website like cricnepal cricket,joy,10
dont know recently feel really extremely exhausted feel like going faint moment lll never felt like feel weak,sadness,15
feel like blog april wonderful spring weekend filed href http karmardav,joy,5
channel yet assured get feeling went broke one,sadness,10
much money say feel fake unappreciative much world,sadness,24
feeling inside face broke really bad rash eyelid left red peeling thank harsh pool chemical mouth think experiencing sort allergic reaction something ate,sadness,23
im feeling pretty shaken moment,fear,2
kicked repeatedly next hour feeling ungrateful,sadness,6
definitely feel get title supporting picture,joy,8
dead since ive couple month feel pain every time go reach empty bottle cannot bear throw,sadness,21
see anything would cause feel fearful distrustful,fear,7
feel reassured know good luck world,joy,8
started feeling intimidated thought,fear,3
feeling rather jaded always believed falsely seems one true love christ charity one heart people everything else secondary since charity touted important thing,sadness,23
get side month possibly extend drink wine wake feeling sad didnt finish started,sadness,17
still cognize disregarding feel jesus thing real shaken cosmos last years,fear,14
real life pet hamster little really like little family sylvanian family great role play learning animal creating story flocked fur make feel special,joy,18
im really feeling hot comfort food week,love,1
involved zeno story casually mentioned would make good novel really feel passionate idea,joy,13
feel affectionate toward friend ive made online admire spirit talent,love,5
feel appreciative everything,joy,2
really love walk home feel really welcomed,joy,8
admit walked third wave cafe feeling little apprehensive appeared run mill cafe turned restaurant great personality even greater food,fear,17
spent day feeling defeated wondering much better expect get,sadness,9
feel honored would think inspiring,joy,6
think lot time woman perceive problem husband actually symptom fact yes im bust generalization feel free tell case different men problem solver,joy,26
feel really horny wear hug c k ball really nicely,love,6
usually feel angered mad body could betraying way mad whole week every four spent wasted,anger,14
im feeling lot appreciative today,joy,2
feel like im petty,anger,4
feel special single,joy,9
focus sermon think research writing practicing lie ahead feel burdened,sadness,16
feel permanently unimportant feel stupid,sadness,3
first held scotty knew love high priced bundle joy couldnt help feeling apprehensive time come hold,fear,15
still feel cute tight little work pant snug shirt,joy,6
mean behave cut feel lethargic utter one single word anyone,sadness,11
feel absolutely amazing,surprise,1
realize conversation make people feel paranoid upset generally,fear,6
felt got feel appreciative people,joy,5
feeling pretty discontent,sadness,4
become mother body changed much following style still feel gorgeous confident ever,joy,13
feel need change pattern stand learn supportive,love,14
im sure mom already figured feel like joyful person,joy,9
envy couple cant wait get married feel pleased eventually married,joy,9
feel like successful creation mural would enhance working environment school add motivation child well experience everyone involved,joy,21
feel lousy happen,sadness,3
always feel overwhelmed mixture feeling listening song,surprise,7
want feel amazed little often,surprise,4
starting feel scared safety wish officer left matter much hated,fear,16
loved feeling lily move missed much,sadness,5
feel proud ability simply comprehend painstakingly discovered rigorous experiment ingenious theory,joy,8
feel overwhelmed might say stomach hurt head hurt,fear,5
feel devastated right,sadness,2
feeling bit miserable thing could cheer good old baking,sadness,11
kind feel like investing internet dummy type book im really bothered status internet pariah,anger,16
lve fact yu genuinely feel scared playing game,fear,5
shook head feeling dazed,surprise,2
met people every corner globe feeling restless finance allow pick spot see people really care adventure homeland,fear,27
feel ungrateful petty try talk people,sadness,8
want believe kid feel whenever become rich famous move mansion waiting,joy,16
open eye wide feel last bubble precious air escape lip everything go black,joy,9
feel determined even nervous unknown future perhaps even bit thrilling,joy,6
feel contented going bet hate life tomorrow hide lot thing,joy,11
tell feel punished,sadness,7
never want audience feel punished preached sorry,sadness,7
still feel like terrific pistol fantastic price,joy,5
feel weird plantar fascitis thing,fear,3
didnt feel insulted though,anger,1
feel like movie dangerous mind,anger,5
also tended either attract drama know handle people got feeling hurt really know prevent deal conflict group,sadness,17
ill say feel horrible body,sadness,5
id love know comment feel like funny thing always love reading people schedule day,surprise,11
cant quite put finger yet reason feel listless,sadness,8
also feel overwhelmed list,fear,4
spoke reported feeling dissassociated dissatisfied human life,anger,5
really feel quite honoured represent country,joy,3
feeling pretty shaky sad,fear,3
really carry grudge long time feel wronged hurt someway whether aware,anger,18
feel unsure help,fear,9
feel like pretty valuable lesson walked away,joy,7
feel running vein end unpleasant sight,sadness,10
know need sleep feeling dissatisfied yet accomplish instead glowing pride done,anger,15
feeling little nostalgic,love,5
im expressive feel distraught,fear,3
recommend jasmine green tea teapot service feel like cheese tomato sandwich pretzel donut though could probably convinced img src http,joy,12
think body recovered feel excited go downstairs start week workout,joy,10
made justin feel pretty miserable last night im sure,sadness,1
know wont make better person feeling wont help wont make successful,joy,8
think protection part part feel abused reason intended right bear arm,sadness,16
feel privileged mommy,joy,4
feel clever taunted friend mine knowledge,joy,8
okay feeling annoyed life time,anger,10
feel duty athf devoted fan base show support,love,10
im feeling paranoid im well aware government tactic put book want use,fear,11
totally completely feel free amongst like minded soul,joy,5
hate anyone ever feel left awkward less,sadness,6
know feel successful writing blog sweatpants baby sleep commuted train ferry business card pocket armani blazer,joy,25
feel slightly awful,sadness,1
still feel little bit listless im coping getting much work done possible distract trying overthink anything,sadness,13
ill admit feel slightly disillusioned,sadness,2
feel pain aching stop,sadness,4
feeling much relax calm,joy,4
feel stressed would watch movie alone walk street alone,anger,7
feel sympathetic party involved career drain,love,10
feeling annoyed suddenly,anger,2
feel like disbanding popular server would let community seems selfish,joy,10
read lad mag sip herbal tea leave feeling terrific,joy,4
think feel way often teacher respected allowed autonomy,joy,14
remember feeling inadequate stood thanked purchase,sadness,11
keep telling ill feel like celebrating ive passed board date still determined,joy,6
im always disappointed one perceptive enough im worried people watching feel disappointed watching,sadness,16
much thankful feel jealous skinny girl seemingly disposable income shopping mall seems,anger,17
im feeling optimistic right ill project,joy,5
shall never rest every ukrainian feel precious part inclusive ukrainian society whose historical root always diverse multi national language issue,joy,15
settle way based feeling worthless,sadness,4
feel god humorous creative awesome,joy,7
feel humiliated stupid didnt realize thing pushing farther away,sadness,13
sadness,anger,3
feel distracted thing take attention interest keep focused time prayer reading word,anger,15
feel thankful totally pani,joy,3
feel lucky live,joy,6
stated class discussion school discourages use im reference library feel abused,sadness,14
feel completely lost,sadness,1
feel much peaceful today,joy,1
love comfy main goal look new clothes cannot stand feeling uncomfortable something,fear,10
feel loving presence everywhere,love,2
im ever feeling stressed whack heart black kick back shape,sadness,7
feel honored asked little ol,joy,6
ive heard many time already im already feeling skeptical whatever say,fear,4
always feel lucky participant love,joy,6
feeling kind hesitant food sucked going dinner night followed drinking,fear,12
new guy never know people going react theyre going feel everyone really gracious,love,14
really like attempt nonbipartisan feel sincere part,joy,9
certainly get worked feminist issue time also period feeling fairly mellow,joy,9
feeling strong sassy went back got aluminum ladder carried house,joy,13
say feeling least bit inspired idea going riding weather like random time coming hr,joy,18
however caught feeling missed lot interesting conversational banter reading dead writer write deader writer,sadness,12
begin letter kitchen soft predawn winter morning cup tea beside computer feeling virtuous secret hour light made street mundane,joy,20
actually feel like beaten,sadness,5
ive got feeling day proud family,joy,17
feel damaged talk help feel strong person use scape goat thing happen,sadness,23
taking slowly going pace feeling pressured finish catch im looking miracle cure,fear,16
could definitely feel effect mouth went pleasantly numb relaxed feeling spread throughout body,sadness,6
cannot stop loving feel amazing really fill heart let,joy,9
im feeling bit shaken stirred nice bond reference ehh,fear,3
talked zone leader morning listened carefully explained feeling reassured everything feeling okay normal fact im supposed feeling way right,joy,25
find often feeling isolated alone starved stimulating adult conversation,sadness,4
feel reassured safety canada food supply government food inspection agency govern safety food,joy,10
cant honestly say enjoying actual running much feeling benefit liked field woodland seeing change season getting lungfuls fresh air,love,20
im feeling hideously guily somewhat naughty work time,love,4
pray feel presence god around realize birth god son precious gift never alone,joy,21
feeling ungrateful earlier week,sadness,4
feel really sincere pleasure found pleasing others kind pleasure gained anything else,joy,14
still feeling unhappy upset big change happened befoe know time heal everything img src http,sadness,9
feel like barely broke kit,sadness,4
im feeling like shitty person right worse,sadness,7
feel offended choose tell guy feel treated guy friend would want put stop nonsense,anger,16
write feel bit anxious,fear,4
im feeling little overwhelmed recently,surprise,2
feel child harm way feel frightened,fear,5
im feeling especially keen,joy,0
really valuable spiritual work grew course came whole thing feeling stronger mellow,joy,12
ive decided whenever start feel mad tod dig deeper find real solution,anger,9
feeling slightly lethargic overwhelmed new surroundings,sadness,6
feel like keeper precious year,joy,6
thankful continues feel comfortable talking journaling,joy,9
feel exceptionally lucky visit suzanna whose life pretty damn idyllic least perspective vacationer breezing week,joy,12
feel heartless right,anger,3
get feeling pay getting fucked,anger,8
feel happy inspired little si love reading writing,joy,8
quite outsider due british mentality feeling embarrassed european north american high school teacher knew culture felt desire change fact,sadness,19
feel work useless good nothing like,sadness,7
feel gloomy hate,sadness,5
insulted disgusting people,anger,1
feel like med arent working correctly idk weird,fear,4
always wake feeling miserable heartbroken,sadness,4
feel contented whenever think thought good school mate senior batchmates make feel somewhat rather comforted,joy,11
looked happened u two generation looked happened two three instead feeling outraged history aggression felt privileged,anger,23
feel sparkle sweet passion aretha love hurt away jump jamaica world music festival greatest hit who zooming aretha knew waiting feat,joy,14
feeling quite apprehensive wig felt wasnt full id hoped would however id taken account model beautiful long hair,fear,14
able show directly feel suffocated irritated,anger,9
spent hour listening thundershower feeling gorgeous cool summer storm air across ginormous pregnant self,joy,8
also feel angry mad bitter anyone,anger,11
paused purpose must step back recognize im walking around feeling discontent make needed adjustment,sadness,10
feel wonderful earley said,joy,1
feel like part race stressed,anger,12
feel alan clay rather pathetic huge mass back neck convinced cancer,sadness,13
begin feel embarrassed way acted sometimes feel downright unloveable,sadness,8
feel suspicious,fear,6
took shower feel little relaxed pain coming going,joy,12
threw feeling genuinely pleased,joy,8
feel foundation faith shaken core,fear,10
know love shower grace never need feel unloved rejected lack anything time thing money,sadness,15
feel like maybe everything resolved get living life almost year,joy,13
feel determined time though,joy,2
feel invigorated ready go,joy,3
feeling especially ungrateful alone time post anything,sadness,9
feel theyre getting popular club pop scene leading less effort song,joy,9
feeling really emotionally distraught unable concentrate,fear,4
always feel bit naughty monday,love,3
feel frustrated irritable even,anger,1
mention exfoliate time save load money feel divine,joy,8
dun feel happy,joy,1
th age group race awesome custom horse trophy designed mimic giant painted horse throughout town see example feel determined come back next year try,joy,15
boyfriend longlasting relationship,sadness,6
remember get feeling back thrilled humbled blessed energized one,joy,8
keep posting sleeping picture feeling exhausted like right especially lunch getting stuck office midst rain nice air conditioning,sadness,15
feel like get blank stare,sadness,2
feel like make mad upset talk,anger,13
see underground paris night make feel reassured,joy,6
feel violent urge vomit back room,anger,7
feel heartless sometimes ability mourn lost someone relating past grandparent,anger,14
feeling like amy winehouse planning trip betty ford clinic upon less triumphant return australia,joy,10
best making sure husband feel loved important cared whole heart,love,9
feeling quite disheartened,sadness,2
reach hand feel warmth sense strange mysterious connection greater sea life intimately shared buoyed wave love hope joy surrender greater transcendent surge letting take wherever,fear,18
think pop automatically seeing picture people make feel insecure,fear,11
feel slighted people use piece cyber world rude towards,anger,10
wasted entirely much time feeling insecure body,fear,5
feel terrified even time write feel mr,fear,11
started thinking time people jerk nothing really could except go home write unsatisfying angry complaint internetsphere generally feel helpless marginalized disregarded society,sadness,17
enjoyed semester enjoyed challenge got face overcome feel really coming away lot valuable experience,joy,19
feel badly daughter thats tragic,sadness,4
feel assured properly preparing crystal spanish sojourn,joy,6
feeling doomed moment laid eye still thought judy glasberg href http www,sadness,12
feeling terrified terrified people around situation involves,fear,9
never feel accepted go step first publisher keeping track time spent ministry trying get member,love,14
feel tug fabric thigh butt overwhelmed feeling fat,surprise,16
im feeling generous gonna tell another cool blogger,love,4
left feeling entertained empty,joy,3
feel doomed long pant ugly shoe rest life even yet,sadness,15
feeling unduly pleased managed change battery smoke detector,joy,10
start feeling overwhelmed want run away hide back closet,fear,10
feel awful stay home missing exercise practice flaking team,sadness,14
im feeling quite relaxed today,joy,0
feel contributed positive way seven,joy,7
href http feeling groggy,sadness,5
feel change anthem disillusioned,sadness,5
thankful safety loved one loved one friend guilty feeling selfish deeply saddened people back home cannot say,anger,26
im currently feeling cranky silly reason im going complain,anger,3
read practicies cult like belief falun gong feel sceptical tad bemused,fear,11
feel blessed apart,love,6
need finish venting feeling relieved still feeling irritated,joy,5
great tutor teach magic cube yesterday night feeling thrilled finally managed learn another new pattern solve magic cube signing,joy,17
feel hopeful yesterday small number childrens misbehavior service difficult hurried pace day left frayed vulnerable,joy,17
feel helpless car cash say,sadness,6
always looking forward life feel dull numb,sadness,8
hurt bad feel like finally getting punished thinking way feeling damn restless,sadness,11
sometimes feel inadequate mind often slip focusing god jump selfish thought task hand classroom,sadness,18
feeling fairly comfortable could think plan,joy,7
find cry loosing everything everything really proud feel loyal connection around,love,19
ive desperately trying finish machine learning p set im far enough along im longer complete panic mode feel like mood spinner detachedly amused freaking fuck,joy,19
im feeling quite distressed amount horse whose jaw jammed shut consider excessive noseband along considerable amount metal mouth,fear,14
could feel putting simply splendid,joy,6
really like thrilled see take u another hand feel drama seems bit messy,sadness,16
feel frustration see ugly number feel pain infusion site insert body cause wince pain,sadness,16
began feel afraid disappointment tour rain fog continued,fear,10
used work feel needy scream attention please felt obligated give,sadness,15
mean memory make feel dirty unworthy,sadness,4
feeling isolated lonely misunderstood,sadness,3
ive feeling cranky lately,anger,1
feel like people internet issue online friend expect hateful mean well,anger,20
love car feel second attempt owning one pleasant one,joy,10
feel anything relationship doomed one,sadness,3
let calm ill feel like neglectful aunt cant,sadness,16
saw man hitting child year without consideration,anger,6
know child fulfill dream happy sponsored child better chance instead feeling hopeless vision something beyond life poverty,sadness,27
feel like caring,love,2
gay feel assaulted right wing,fear,5
think act unkindness result form selfishness unkind requires lack concern another person distorted feeling gain unkind,anger,19
never make feel disliked like bad kid acting according raised acting liek year old child,sadness,19
think next best see lot level lol looking feeling glad got bad result would stand anyway,joy,28
always thought problem better deal immediately feel like thing resolved feel better,joy,11
im fed christmas christmas really struggle feel festive,joy,7
sorta feel like everything delicate right,love,4
empty disappointed angry sad chaotic destructive feel today im mad always fuck shit,anger,11
surprised people may feeling outraged terrible environmental consequence logging dam seeing leader betrayed turning higher authority divine help last resort,anger,23
raphael say grasping usual eloquence feeling slip finger spiteful ease,anger,9
know main reason feel like losing unsure ever get piece back quite ready talk yet,fear,19
stayed vienna class,fear,5
feel glamourous,joy,3
feel like naughty girl said way,love,8
feel like im tortured like year ago,fear,1
sent home still feeling bit shaky dizzy,fear,4
im sure youre alone feeling little funny enjoying art even black created black endorsed art littered term would brand hateful backward racist capital r uttered conversation,surprise,17
take care flashback swingsets telling tiniest white lie sake feeling free several hour arriving home late staying past curfew watch horror movie well sort,joy,17
feel develop friendly connection time progress,joy,5
feel vulnerable sharing thing write hit publish button anyway,fear,8
feel heartbroken silly way course,sadness,6
feel disheartened feel nauseous sick,sadness,5
feel really dirty felt really nice,sadness,4
mean one feel duty help loyal reader hb understand world going around,love,17
feel gratitude opportunity met many amazing people magic internet,surprise,10
know make bitch half cannot help feel little triumphant see old nemesis come workplace pregnant kid tow fat husband waiting pickup truck rushed clearly unhappy,joy,19
cant totally defend woman wanted famous nobody around seems able tell handle fame britney leave los angeles starter starting feel lot sympathetic toward,love,24
feel extraordinarily clever,joy,1
feel amazing resource family traveling orlando,joy,5
feel like hot mess probably,love,5
drink glass champagne feel really relieved,joy,4
agree hirsi ali policy matter agree much ingrid writes contrast grown country feel little love culture identify least help sympathetic,love,38
im also feeling overwhelmed often im saying im old shit,surprise,5
miss friend amp feel neglectful,sadness,2
attracted feeling admired object desire refusing give,joy,12
caressed affectionately curled ever close giving wonderfully warm feeling divine mother loving sparsh cannot forget,joy,14
feel like waiting lifetime unfolding experience always excited share whatever learning unfolding u experience full awareness,joy,23
get older desire find creative way continue dancer feel like time body stop reacting responding dance time artistic level honed really great way,joy,21
still child,anger,4
im feeling really lonely feeling like im missing part,sadness,4
felt bubbling feeling pretty soon peek climaxed hand cute little dress,joy,12
get soon choir dealt feeling headache thats killer could get way angered evening,anger,21
feel like fear end time gone honestly longing home ever life,love,14
believe feel sadly truthful,joy,6
give tip overcoming feeling overwhelmed,fear,7
didnt feel intimidated felt beginning class,fear,8
went home day feeling discouraged ground make heart set fulfilling destiny,sadness,17
feel longing see others rise need never quenched desire never extinguished,love,16
struggle lick lip least ease dry cracked feeling end getting unwelcome taste mask tied face,sadness,16
tried convince mine wouldnt actually make feel crappy like real deal still reluctant try,sadness,11
feel like broke mold least degree come stereotype sibling rivalry,sadness,11
feel utterly depend sweet jesus carry next day hour mile conversation minute,joy,7
feel unfortunate governor riley stated republican party raising fund unseat democrat election,sadness,13
feel disturbed inside,sadness,1
insatiable desire plant clean feeling little bit amorous,love,9
got feeling respected choice making way answering nobody,joy,11
care feel unimportant shit together enough dont need anymore,sadness,13
feel heartbroken tonight,sadness,2
ive felt last day feel fucking fantastic today,joy,3
started feeling bit strange,surprise,2
feel happily rebellious,anger,2
feeling extremely homesick first two day,sadness,4
relationship put trust,sadness,6
feel humiliated mistress watch mince bed wearing frilly pink bloomer pink babydoll,sadness,6
took mini break posting pic feeling inspired lately,joy,9
im excited thinking hot man might see sweet little pussy make feel naughty naught little girl hehehehehe,love,8
feel like way im probably putting vulnerable position enough pushing limit,fear,10
feeling lousy feeling little normal brought many small thing focus everything seemed wonderful,sadness,9
tired feeling unloved broken thought maybe way,sadness,9
barely maintain long distance relationship im invested feeling shitty alone,sadness,5
feel hopeful already taking important action make necessary important change actually make effective change make soon,joy,14
feel emotional tried put strong front matter instinct always right okay,sadness,15
really know suicide attempt accomplished feeling ashamed embarrassed stupid,sadness,9
im well chuffed made feel fab straight away,joy,1
feel really low would nice someone hold cry,sadness,9
dont watch whole lot however turn tv feel stunned,surprise,9
im feeling less generous call psychotic,love,2
feel like impressed lot scientist ability quickly pick skill expected tech,surprise,14
feel bad school,sadness,2
feel little disheartened dont think feel bad maybe,sadness,8
feel like pretty supportive,love,6
feel really fucked thing always happen,anger,7
feel fucking tragic,sadness,2
may never best selling novel feel joyful alive writing write,joy,10
feel control petty dissatisfaction trying act think feel positive life,anger,16
feel like become ungrateful bastard instead,sadness,5
bad feeling something respected,joy,7
feel like ive resolved thing last week,joy,4
think going care less anything matter make feel successful life,joy,16
would expect understand feel horrible,sadness,11
feel appalled see misused apostrophe bbc incorrect spelling itv last week,anger,10
ive feeling awhile looked surprised look said,surprise,12
began feel ok,joy,2
need though must admit kept comparing skinny japanese girl see everyday street writing make feel ludicrous,sadness,17
actually feeling distressed,fear,3
im feeling bit homesick,sadness,1
finally feel sure enough hold word,joy,9
little always exciting jittery feeling day went holiday im pretty meh,joy,13
feel utterly disillusioned,sadness,1
generally like blog thing make day today im feeling particularly generous im blogging something made kid day,joy,10
feel foot hurt bit maybe care rest happily strutting street great city,sadness,15
wanted make feel special birthday particularly going putting looooong day work,joy,13
im sure actually multiple people looking crap right basically feel urge share something unfortunate people probably bored work currently,sadness,20
heard somehow brings good feeling strange,fear,4
im feeling overwhelmed school yet give week hah,surprise,9
feeling find whiskey humorous health department,joy,12
im feeling soul cry ache laugh sweet melodious voice pain dear,love,9
im feeling generous get older,joy,4
reminded heartache im feeling gentle nudge,love,6
watch television show regularly even feel like time commitment pull want entertained,joy,14
feel unwelcome im leaving tonight benno finish motorcycle lesson,sadness,7
im still feeling little shaken,fear,1
im feeling bit bitchy tonight,anger,5
teamed slouchy studded jacket picked warehouse sale feel nicely smart,joy,12
let think behaviour towards child feel strange mix guilt admiration resilience,fear,14
tired feel defeated,sadness,4
im feeling little romantic,love,1
feel defeated,sadness,2
think royally screwed heading one way street crazy town recently come realize thing past affect today even realize even feel damaged,sadness,29
say feel guilty img src http var,sadness,3
woke today totally text feeling pretty gloomy first precious idiotic called cheered,sadness,14
cant help feel somewhat special,joy,5
feeling brave wanted try hand free motion quilting,joy,6
still feel melancholy time chased away keep mind occupied,sadness,12
wish could say fuck people make feel insecure ever existed,fear,9
im feeling bitchy unappreciated today,anger,1
im feeling energetic morning,joy,1
feel like like fake bogart said one point show,sadness,6
made feel damaged good giving enough reality nothing ever enough,sadness,12
sure moment thought would able feel hellip pretty funny,surprise,15
still wtf feeling regretful feeling today though kiss stranger,sadness,9
im feeling extraordinarily dazed bewildered arvo particular reason muscle hurt even though dont actually,surprise,10
dating right telling girlfriend feel ignored unloved appreciated like priority,sadness,16
ive urgent feeling write tell file make feel felt hesitant fear lead,fear,20
feel immensely blessed chosen little joeys mom,love,7
im sure bundle guy feeling pretty generous time year,love,4
hope simply transferred another benedictine monastery feel disillusioned walked away monastic life altogether,sadness,14
arrived monastery one week later feeling terrified,fear,5
suddenly felt statesman feel mobbed press doomed men feel right lynched stoned mob,sadness,13
go feeling foolish many time,sadness,3
contend acceptance bow culture requires christian today feel shamed new morality,sadness,12
hope enjoyed viewing feel free leave comment,joy,6
thought best child pediatrician made feel like neglectful mom,sadness,12
meant took photo cube magazine school magazine made video material day aaaand stealing feel like showing well,joy,19
feel calm routine rinse wash detergent rinse take outside line dry,joy,6
small history hiding feel awkward,sadness,6
like croissant im feeling naughty eating alone bowl bed lettuce leaf satisfying,love,15
wrong feel overly optimistic crossfit workout,joy,5
feel graceful today,joy,2
imagine newly developed tendency realization made thing much harder year leaf feeling mad,anger,20
cant give wanted feel aching heart sweaty palm sleep deprived addled brain,sadness,14
feel want carefree left inside emtyness,joy,11
havent feeling well lately,joy,3
feel labor vain see expected result effort,sadness,12
im weary feel burdened could definitely use rest,sadness,4
could feel saw smelt delicious,joy,7
feel regretful let mundane thing work school get way,sadness,9
find confused feel pain pain becomes resigned understanding warm memory beautiful girl locked away one ruin taint,sadness,16
feel like pathetic selfish unbelievably lazy want find new job old one annoying much describe,sadness,18
made feel embarrassed injury circle horse friend supported,sadness,14
think tell feel moment see looking something dumb,sadness,12
basically feeling bit grumpy time coz hungry,anger,7
feel mad whats,anger,2
never thought id feel much jot sympathy hussein always viewed jumped petty thug whatever thought may action administration,anger,16
feeling bit low week back focused thing werent right life moment request made hadnt granted,sadness,23
im feeling horny right,love,1
traumatised pestilence feeling quite delicate couldnt cook buy expensive unhealthy convenience food supermarket order avoid starvation,love,18
watch drama order feel like mood isolated incident,sadness,7
thought breaking best friend year would make bitter feel hateful towards,anger,8
open eye shes gone cant help feel alone,sadness,6
feel like may delicate situation whatever choice make weekend could potentially big effect life,love,11
idea feeling unimportant beyond upset honest feeling,sadness,21
cant anything except feel devastated cant anything practical yet,sadness,9
feel blessing thankful,joy,9
feel nervous anyone get close,fear,3
like add slice cheese pepper egg feeling naughty like add chocolate chip trail mix another treat loving pregnant mom often craves sweet want overload sugar empty calorie zico coconut water chocolate,love,31
feel special joy elevation post,joy,5
look hot get leer make feel like might get assaulted,fear,5
would feel awkward someone tell feeling towards,sadness,6
receiving end every one know firsthand make feel plenty people many stranger street convinced must know mom somewhere surely know,joy,30
feel cool wing brush face walk across outstretched hand,joy,9
often feel everything around vain purposeless,sadness,6
love dont get wrong dont want keep feeling lame whilst learn,sadness,7
im feeling really really left somewhat dissatisfied everything,anger,3
know feel hermione said surprisingly sympathetic voice,love,5
dont know feel joyful people went blog today saw one entry,joy,9
feeling romantic beautiful summer day rel bookmark permalink,love,4
generally use icon im feeling playful childish fairly large percentage time,joy,9
hadnt told coming soon feeling symptom crampy tender tired etc,love,16
im feeling real casual day ill go brown eyeliner instead,joy,2
di spazzola prima di andare dormire one hundred stroke brush bed though didnt support film feel loyal novel,love,14
relaxed nodded feeling assured someone love safe pampered even longer,joy,12
venture back north big day feeling festive,joy,8
know desire spend life feeling discontent seek solution problem,sadness,14
lot uncaring men life still feel strange several call come reach weakest moment,fear,22
feel like amazing x men compensated enough earn,surprise,6
feeling bit pathetic sorry,sadness,6
upset last day ok cloud clearing feeling positive,joy,13
think feel flushing alarmed headache medicine cause sometimes,fear,12
feel trying hurt,sadness,6
feel better dont little bit,joy,4
came china feeling little frightened everything around,fear,5
usually take protein start feel lethargic,sadness,7
feel guilty may affect supply go back routine diligently,sadness,9
say body doesnt feel deprived isnt deprived nutrition,sadness,7
difficult time allowing people nice thing without feeling either insulted like debt,anger,13
feel horrible even depressed try fake positivity,sadness,8
feel california democrat little smug safely liberal district lend much value added serious debate usually find less offensive,joy,11
underlined make feel whenever hear referring especially precious child feel wonderful,joy,13
feel sweet red leaf,love,2
really expecting somehow made feel shy part,fear,13
feel damn considerate others area interpretation,love,9
feel dazed deserted,surprise,1
feel disheartened today,sadness,2
want feel discouraged looking gain,sadness,6
feeling generous time answer question,joy,7
feel surprised scientist actually question weird initial condition universe fine tuned special value universe almost flat,surprise,19
feel less bothered thing happening around,anger,3
still feel vulnerable hurt manageable,fear,4
bought egg feeling adventurous also got whole chicken oxtail,joy,10
allowed people tonight make feel though far less superior felt less attractive less popular less able part community,joy,15
brave express feeling tomoe despite rejected,sadness,7
felt happy received letter telling admitted university,joy,11
feel bit jaded weary world,sadness,5
still feel amazed knowing stood right front jason,surprise,5
guess feel insecure anxious,fear,3
feel bitter theofilou said lack support nod agreement kastrioti waited turn board,anger,11
still need brush teeth already taken pill showered eaten breakfast feeling virtuous moment two,joy,14
feel imprinted brain vital stress college community,joy,11
im feeling overwhelmed college everything else happened semester,fear,5
feel privileged selected fund receive support,joy,9
wish didnt feel way wear heart sleeve believe thing say arent vain believe theyre true,sadness,17
panicked feel nail broke impenetrable wall ice leaving red crescent blood welling sensitive skin,sadness,15
feel much relieved happy quickly finished small scissor fob,joy,9
im totally feeling bitchy resentful,anger,3
feel awkward grown child time try place shoe realize would child matter age,sadness,31
feeling reluctant spending money really ipad x price way question,fear,16
know believe feel part still hesitant old would said anyone believed god crazy,fear,21
feel bit selfish,anger,6
feel bothered fact u given many chance see least bit appreciation utter gratefulness downright soul,anger,18
feel like aching summer come slipping away fast doesnt always,sadness,13
didnt feel angry didnt feel bitter felt,anger,3
feel discouraged even little sad cause havet long term relationship,sadness,6
always feel dirty used,sadness,2
feel ugly smile look eye know love still love,sadness,23
feel contented happy upon seeing,joy,4
could feel warmth strange stillness comforted,fear,7
feel hate whoever love caring towards,love,5
day prefer submissive simple life feel day submissive best please seems happy enough two year,sadness,27
im feeling dull bored,sadness,1
worried starting feel pretty dumb even knowing basic,sadness,9
feel like lot people intimidated false lash seems like largely unnecessary process makeup routine,fear,10
going able sleep knew ended mostly another thing even going talk make angry also feel horribly neurotic immature getting upset gloss bit,fear,38
im feeling particularly melancholy talk place peace,sadness,6
feel delighted showcase journey,joy,3
get frustrated fact always feel appreciative hand dealt people love life,joy,17
sat dark room minute trying figure feel offended whether heed advice,anger,17
feel fake sharing joyful creative pursuit family,sadness,5
feel like meant partner supportive lend hand heart yet resent feeling,love,12
felt real life feeling come successful adventure etc,joy,11
burst feeling shaken pretty sure hit bird,fear,9
like good challenge expense feeling humiliated,sadness,7
spend obsessing decision feeling anxious,fear,4
guy im actually feeling hilariously fond,love,4
feel horrible accomplishing something,sadness,6
im still contagious desperately wanting cuddle id feel rotten let selfish physical want get sick,sadness,10
could feel julia hesitate yet convinced talk woman,joy,9
feel ugly disgusted like pig,sadness,3
